"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Byte","Qualitaet_Niveau"
"OBS_DEU_P1D_T2M_X",1757,1921-01-04,7.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-05,8.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-06,7.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-07,6.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-08,5.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-09,8.5,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-10,10.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-11,10,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-12,5.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-13,6.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-14,4.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-15,2.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-16,-0.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-17,-0.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-18,3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-19,5.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-20,6.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-21,8,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-22,7.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-23,4.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-24,4.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-25,0.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-26,4.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-27,4.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-28,1.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-29,8.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-30,8.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-01-31,6.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-01,7.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-02,3.5,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-03,3.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-04,3.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-05,2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-06,-0.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-07,0.5,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-08,0.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-09,0.5,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-10,1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-11,0.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-12,3.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-13,4.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-14,4.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-15,2.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-16,6.5,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-17,4.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-18,4.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-19,4.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-20,3.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-21,2.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-22,4.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-23,8.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-24,8,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-25,7.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-26,6.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-27,5.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-02-28,7.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-01,8.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-02,8.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-03,5.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-04,5.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-05,7.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-06,11.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-07,8.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-08,3.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-09,4.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-10,11.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-11,10.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-12,12.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-13,12.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-14,15.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-15,15.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-16,12.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-17,17.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-18,17,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-19,12.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-20,11,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-21,9.5,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-22,12.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-23,14.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-24,16,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-25,17.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-26,13.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-27,12.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-28,7.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-29,12.5,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-30,13.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-03-31,10.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-01,12.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-02,10.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-03,11.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-04,18.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-05,9.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-06,10.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-07,9.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-08,6.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-09,12.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-10,17.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-11,17.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-12,16.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-13,18.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-14,10.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-15,10.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-16,10.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-17,8.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-18,8.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-19,11.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-20,11.5,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-21,10.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-22,12.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-23,7.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-24,9.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-25,15.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-26,14.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-27,12.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-28,12.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-29,15.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-04-30,8.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-01,10.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-02,15.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-03,11.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-04,10.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-05,9.5,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-06,11.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-07,18.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-08,22.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-09,24.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-10,16.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-11,18.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-12,17.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-13,19.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-14,18.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-15,25,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-16,21.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-17,21.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-18,20.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-19,24,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-20,18.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-21,15.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-22,17.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-23,20.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-24,19.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-25,26.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-26,27.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-27,27.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-28,21.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-29,18.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-30,20.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-05-31,26.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-01,15.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-02,18.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-03,19.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-04,19.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-05,19.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-06,19.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-07,19.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-08,22.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-09,23.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-10,25.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-11,30.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-12,22.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-13,17.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-14,20.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-15,21.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-16,23.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-17,27.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-18,22.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-19,24.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-20,28.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-21,20.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-22,19.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-23,19.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-24,22.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-25,22.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-26,30,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-27,23.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-28,27.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-29,30.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-30,22.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-07-31,22.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-01,28.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-02,32.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-03,28.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-04,20.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-05,22.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-06,20.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-07,20.5,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-08,18.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-09,17.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-10,20,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-11,22.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-12,18.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-13,15.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-14,16.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-15,16.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-16,16.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-17,20.5,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-18,20.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-19,21.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-20,20.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-21,21.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-22,23.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-23,23.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-24,21.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-25,25.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-26,20.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-27,20.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-28,23.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-29,27.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-30,20.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-08-31,16.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-01,16.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-02,23.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-03,16.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-04,18,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-05,16.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-06,18.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-07,20.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-08,23.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-09,25.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-10,26,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-11,18.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-12,15.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-13,14.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-14,15.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-15,19.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-16,15.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-17,16.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-18,14.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-19,13.5,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-20,15.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-21,18.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-22,18.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-23,22.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-24,21.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-25,15.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-26,13.5,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-27,14.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-28,15,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-29,13.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-09-30,12.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-01,14.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-02,18.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-03,19.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-04,16,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-05,12.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-06,15.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-07,19.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-08,16.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-09,16.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-10,17.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-11,21.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-12,16.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-13,17,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-14,17.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-15,14.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-16,16.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-17,17.5,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-18,17.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-19,20.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-20,16.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-21,12.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-22,10.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-23,12.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-24,5.5,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-25,8.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-26,11.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-27,12,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-28,10.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-29,11.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-30,8,5,1
"OBS_DEU_P1D_T2M_X",1757,1921-10-31,12.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-01,11.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-02,7.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-03,5.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-04,6.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-05,8.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-06,6.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-07,6.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-08,2.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-09,2.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-10,3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-11,4.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-12,-1.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-13,-1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-14,0.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-15,1.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-16,2.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-17,3.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-18,3.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-19,3.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-20,2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-21,3.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-22,4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-23,4.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-24,2.5,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-25,3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-26,2.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-27,0.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-28,-0.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-29,-0.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-11-30,1.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-01,1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-02,0.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-03,-2.5,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-04,-0.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-05,-3.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-06,2.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-07,6.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-08,6.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-09,7.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-10,3.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-11,0.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-12,-3.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-13,-2.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-14,-4.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-15,-1,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-16,1.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-17,7.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-18,5.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-19,6,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-20,8.3,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-21,9.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-22,9.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-23,7.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-24,3.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-25,1.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-26,2.5,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-27,3.5,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-28,11.5,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-29,9.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-30,4.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1921-12-31,7.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-01,-0.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-02,-2.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-03,-3.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-04,0,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-05,3.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-06,3.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-07,3.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-08,5.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-09,3.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-10,4.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-11,4.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-12,3,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-13,4.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-14,6,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-15,5.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-16,5.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-17,4.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-18,1.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-19,0.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-20,0.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-21,0.2,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-22,-1,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-23,-1.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-24,2.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-25,4.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-26,4.6,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-27,4.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-28,3.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-29,2.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-30,2.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-01-31,1.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-02-01,3.7,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-02-02,5.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-02-03,3.9,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-02-04,0.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-02-05,2.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-02-06,5.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-02-07,5,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-02-08,9.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-02-09,9.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-02-10,5.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-02-11,5.4,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-02-12,3.8,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-02-13,3.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-02-14,2.1,0,1
"OBS_DEU_P1D_T2M_X",1757,1928-02-15,5.2,0,1
